system_id,method,outer_iteration,func_count,optimize_time,current_max,magsigma2,ls_H-H,ls_H-C,ls_H-O,ls_C-C,ls_C-O,dist_from_known,threshold,stopped_early
d_136,OTGPD,18,4,11.5524,0.0657456,1.96567,0.295136,0.709285,0.498509,1.02802,0.592798,0.000666446,0.238401,False
d_136,OTGPD,18,4,11.5524,0.0657456,1.96567,0.295136,0.709285,0.498509,1.02802,0.592798,0.000834452,0.238401,False
d_136,OTGPD,18,4,11.5524,0.0657456,1.96567,0.295136,0.709285,0.498509,1.02802,0.592798,0.00110563,0.238401,False
d_136,OTGPD,18,4,11.5524,0.0657456,1.96567,0.295136,0.709285,0.498509,1.02802,0.592798,0.00140058,0.238401,False
d_136,OTGPD,18,4,11.5524,0.0657456,1.96567,0.295136,0.709285,0.498509,1.02802,0.592798,0.00142681,0.238401,False
d_136,OTGPD,18,4,11.5524,0.0657456,1.96567,0.295136,0.709285,0.498509,1.02802,0.592798,0.00147855,0.238401,False
d_136,OTGPD,18,4,11.5524,0.0657456,1.96567,0.295136,0.709285,0.498509,1.02802,0.592798,0.00161479,0.238401,False
d_136,OTGPD,18,4,11.5524,0.0657456,1.96567,0.295136,0.709285,0.498509,1.02802,0.592798,0.00195435,0.238401,False
d_136,OTGPD,18,4,11.5524,0.0657456,1.96567,0.295136,0.709285,0.498509,1.02802,0.592798,0.00240406,0.238401,False
d_136,OTGPD,18,4,11.5524,0.0657456,1.96567,0.295136,0.709285,0.498509,1.02802,0.592798,0.00248143,0.238401,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.000270448,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.000320713,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.000513764,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.000715738,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.000660977,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.000671344,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.000748193,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.000936854,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.00150101,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.00253445,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.00278451,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.00315035,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.00340364,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.00350083,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.00380242,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.00395624,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.00440665,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.00504917,0.242003,False
d_136,OTGPD,19,4,11.5672,0.0264163,1.97096,0.294858,0.70497,0.498302,1.02795,0.592378,0.00476455,0.242003,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.000119996,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.000151146,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.000303729,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.000387272,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.000360941,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.0003626,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.000392695,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.00047956,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.000741325,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.000830543,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.000939181,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.001134,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.00142519,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.00216478,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.0023804,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.00238326,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.00250585,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.00268167,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.00311251,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.00300594,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.00300949,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.00313599,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.0033015,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.00337412,0.245555,False
d_136,OTGPD,20,6,27.5357,0.0193778,1.97069,0.283486,0.71262,0.50848,1.07988,0.613617,0.00345207,0.245555,False
d_136,OTGPD,21,4,16.5171,0.0131217,1.98031,0.282825,0.708557,0.509226,1.07819,0.614727,0.000130868,0.249058,False
d_136,OTGPD,21,4,16.5171,0.0131217,1.98031,0.282825,0.708557,0.509226,1.07819,0.614727,0.000296338,0.249058,False
d_136,OTGPD,21,4,16.5171,0.0131217,1.98031,0.282825,0.708557,0.509226,1.07819,0.614727,0.00037179,0.249058,False
d_136,OTGPD,21,4,16.5171,0.0131217,1.98031,0.282825,0.708557,0.509226,1.07819,0.614727,0.000357645,0.249058,False
d_136,OTGPD,21,4,16.5171,0.0131217,1.98031,0.282825,0.708557,0.509226,1.07819,0.614727,0.000344918,0.249058,False
d_136,OTGPD,21,4,16.5171,0.0131217,1.98031,0.282825,0.708557,0.509226,1.07819,0.614727,0.000400252,0.249058,False
d_136,OTGPD,21,4,16.5171,0.0131217,1.98031,0.282825,0.708557,0.509226,1.07819,0.614727,0.000485734,0.249058,False
d_136,OTGPD,21,4,16.5171,0.0131217,1.98031,0.282825,0.708557,0.509226,1.07819,0.614727,0.000532344,0.249058,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.000197165,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.000278795,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.000302594,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.000387573,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.00050295,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.000773982,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.00122947,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.0013202,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.00141206,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.00154422,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.00177265,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.00201195,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.00199807,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.00201976,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.00215374,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.00227046,0.252513,False
d_136,OTGPD,22,4,16.5506,,1.98006,0.281935,0.705073,0.510187,1.07463,0.615399,0.00245787,0.252513,False
